,url,statement,verdict,date
630,https://demagog.org.pl/wypowiedzi/ile-wynosi-swiadczenie-dla-opiekuna-doroslej-osoby-niepelnosprawnej/,"Wła­śnie mija 6 lat od wy­ro­ku Try­bu­na­łu Kon­sty­tu­cyj­ne­go na temat świad­czeń dla (…) opie­ku­nów do­ro­słych osób z nie­peł­no­spraw­no­ścia­mi. Wciąż nie wy­ko­na­li­ście tego wy­ro­ku. (…) Opie­ku­no­wie do­ro­słych osób z nie­peł­no­spraw­no­ścia­mi wciąż otrzy­mu­ją za­le­d­wie 620 zł netto mie­sięcz­nie.
Krop­ka nad i, 26.10.2020",PRAWDA,26-10-2020
631,https://demagog.org.pl/wypowiedzi/kto-odpowiada-za-publikacje-wyrokow-tk/,"Jak ro­zu­miem, cho­dzi pani o wyrok Try­bu­na­łu Kon­sty­tu­cyj­ne­go, który wzbu­dza ostat­nio tyle emo­cji i dys­ku­sji. To za­le­ży od Rzą­do­we­go Cen­trum Le­gi­sla­cji, które pu­bli­ku­je wy­ro­ki. (…) Ja po­wtó­rzę, to nie pre­mier pu­bli­ku­je ten wyrok.
Jeden na jeden w TVN24, 3.11.2020",MANIPULACJA, 3-11-2020
632,https://demagog.org.pl/wypowiedzi/czy-stan-epidemii-zakazuje-wszelkich-zgromadzen-powyzej-5-osob/,"Mamy dzi­siaj w Pol­sce, Wy­so­ka Izbo, bar­dzo wy­so­ki stan za­gro­że­nia z po­wo­du epi­de­mii. (…) Otóż ten stan wy­klu­cza ja­kie­kol­wiek spo­tka­nia, pu­blicz­ne, po­wy­żej 5 osób.
Po­sie­dze­nie Sejmu, 28.10.2020",MANIPULACJA,28-10-2020
633,https://demagog.org.pl/wypowiedzi/czy-drugie-najwieksze-lotnisko-w-wb-zostalo-przeksztalcone-w-kostnice/,"Dru­gie naj­więk­sze lot­ni­sko w Wiel­kiej Bry­ta­nii prze­kształ­co­ne w kost­ni­cę.
Fakty po Fak­tach, 26.09.2020",FAŁSZ,26-09-2020
634,https://demagog.org.pl/wypowiedzi/jak-jest-srednia-placa-prokuratorow-w-ipn/,"Śred­nia płaca pro­ku­ra­to­rów w IPN to 17 ty­się­cy zł.
Po­sie­dze­nie Se­na­tu, 29.09.2020",FAŁSZ,29-09-2020
635,https://demagog.org.pl/wypowiedzi/jaka-liczbe-samobojstw-odnotowuje-sie-rocznie-w-polsce/,"W Pol­sce rocz­nie od­no­to­wu­je się 6 tys. sa­mo­bójstw.
Po­sie­dze­nie Sejmu, 22.10.2020",FAŁSZ,22-10-2020
636,https://demagog.org.pl/wypowiedzi/ilu-mezczyzn-opuszcza-rodzine-z-powodu-niepelnosprawnosci-dziecka/,"8 na 10 męż­czyzn w mo­men­cie, kiedy do­wia­du­je się, że ich ko­bie­ta rodzi nie­peł­no­spraw­ne dziec­ko, to zo­sta­wia­ją ko­bie­tę samą.
Kawa na ławę, 25.10.2020",NIEWERYFIKOWALNE,25-10-2020
637,https://demagog.org.pl/wypowiedzi/jaka-byla-liczba-zakazen-covid-19-w-polsce-i-niemczech-w-polowie-pazdziernika/,"Dzi­siaj licz­ba za­ka­żeń w Pol­sce jest więk­sza niż w Niem­czech, które mają dwa razy wię­cej lud­no­ści niż Pol­ska.
Tłit, 12.10.2020",PRAWDA,12-10-2020
638,https://demagog.org.pl/wypowiedzi/co-mowil-waldemar-kraska-o-ii-fali-koronawirusa-pod-koniec-sierpnia/,"Pan mi­ni­ster Kra­ska 6 ty­go­dni temu: „Druga fala ko­ro­na­wi­ru­sa bę­dzie ła­god­niej­sza, mo­że­my prze­kro­czyć licz­bę ty­sią­ca za­ka­żeń dzien­nie”.
Po­sie­dze­nie Sejmu, 21.10.2020",PRAWDA,21-10-2020
639,https://demagog.org.pl/wypowiedzi/ile-odnotowano-przypadkow-wejsc-do-kosciolow-w-trakcie-niedzielnych-protestow/,"Na 120, 130 pro­te­stów, które od­by­ły się w nie­dzie­lę, pod ku­ria­mi, pod ko­ścio­ła­mi, przed bu­dyn­ka­mi, tak na­praw­dę tylko w trzech przy­pad­kach były takie sy­tu­acje, w któ­rych ko­bie­ty zde­cy­do­wa­ły się wejść do ko­ścio­ła. Na­praw­dę, nie było ich wię­cej.
Po­ra­nek Radia TOK FM, 27.10.2020",FAŁSZ,27-10-2020
640,https://demagog.org.pl/wypowiedzi/czy-luka-vat-w-polsce-jest-wyzsza-niz-srednia-unijna/,"Luka VAT-owska jest wyż­sza niż w Unii Eu­ro­pej­skiej, śred­nia.
Fakty po Fak­tach, 12.10.2020",FAŁSZ,12-10-2020
641,https://demagog.org.pl/wypowiedzi/jaki-odsetek-aborcji-dokonuje-sie-z-przeslanki-innej-niz-embriopatologiczna/,"Moż­li­wość prze­rwa­nia ciąży wtedy, kiedy ciąża jest z wy­ni­ku czynu za­bro­nio­ne­go, czyli z gwał­tu lub z ka­zi­rodz­twa, lub gdy (…) za­gra­ża życiu matki. Co jest w tej chwi­li około 20% do­ko­ny­wa­nych abor­cji, kil­ka­na­ście rocz­nie.
Gość Radia Zet, 22.10.2020",FAŁSZ,22-10-2020
642,https://demagog.org.pl/wypowiedzi/jakie-bylo-stanowisko-jaroslawa-kaczynskiego-w-sprawie-aborcji/,"Ja­ro­sław Ka­czyń­ski po­wie­dział kie­dyś, że on by chciał, żeby nawet ciąże, które są po­waż­nie uszko­dzo­ne, do­pro­wa­dza­ły do po­ro­du, cho­ciaż­by po to, żeby móc takie no­wo­na­ro­dzo­ne, nie­zdol­ne do prze­ży­cia dziec­ko ochrzcić.
Fakty po Fak­tach, 22.10.2020",PRAWDA,22-10-2020
643,https://demagog.org.pl/wypowiedzi/ile-aborcji-dokonano-z-powodu-prawdopodobienstwa-zespolu-downa/,"99% abor­cji to dzie­ci z „po­dej­rze­niem” ZD (ze­spo­łu Downa – przyp. De­ma­gog).
Fa­ce­bo­ok, 22.10.2020",FAŁSZ,22-10-2020
644,https://demagog.org.pl/wypowiedzi/ktorzy-poslowie-poparli-wniosek-do-tk-w-sprawie-aborcji/,"Kon­fe­de­ra­cja jest je­dy­nym klu­bem/kołem w Sej­mie, któ­re­go 100% po­słów pod­pi­sa­ło się pod wnio­skiem do TK, który do­pro­wa­dził do dzi­siej­sze­go roz­strzy­gnię­cia.
Twit­ter, 22.10.2020 ",PRAWDA,2-10-2020 
645,https://demagog.org.pl/wypowiedzi/jaki-byl-wzrost-przypadkow-koronawirusa-gdy-premier-mowil-o-opanowaniu-epidemii/,"Wtedy każ­de­go dnia była coraz mniej­sza licz­ba za­ka­żeń i pre­mier po­wie­dział, że wirus jest w od­wro­cie.
Krop­ka nad i, 19.10.2020",FAŁSZ,19-10-2020
646,https://demagog.org.pl/wypowiedzi/jak-szybko-rosnie-liczba-potwierdzonych-przypadkow-koronawirusa/,"Na pierw­sze 100 tys. za­cho­ro­wań po­trze­bo­wa­li­śmy 216 dni, na drugą setkę – 100 tys. – 17 dni
Po­sie­dze­nie Sejmu, 21.10.2020",PRAWDA,21-10-2020
647,https://demagog.org.pl/wypowiedzi/ile-jest-obecnie-miejsc-rezydenckich-na-choroby-zakazne/," Ile w tej chwi­li miejsc re­zy­denc­kich jest na cho­ro­by za­kaź­ne? Tylko 137.
Wo­ro­ni­cza 17, 11.10.2020",PRAWDA,11-10-2020
648,https://demagog.org.pl/wypowiedzi/ilu-mlodych-polakow-nie-wierzy-w-pandemie-koronawirusa/,"30% mło­dych ludzi (w Pol­sce – przyp. De­ma­gog) nie wie­rzy w pan­de­mię.
Kawa na Ławę, 11.10.2020",PRAWDA,11-10-2020
649,https://demagog.org.pl/wypowiedzi/czym-bedzie-zajmowal-sie-rzadowy-komitet-ds-bezpieczenstwa/,"Stra­te­gia Bez­pie­czeń­stwa Na­ro­do­we­go z maja tego roku, jak do­brze pa­mię­tam, de­fi­niu­je po­trze­bę stwo­rze­nia ta­kie­go ośrod­ka ko­or­dy­na­cyj­ne­go dla po­li­ty­ki bez­pie­czeń­stwa pań­stwa, więc to nie jest stwo­rzo­ny ko­mi­tet dla Ja­ro­sła­wa Ka­czyń­skie­go, tylko to było za­pi­sa­ne, że re­sor­ty obro­ny, spraw we­wnętrz­nych, spra­wie­dli­wo­ści po­win­ny sko­or­dy­no­wać swoje dzia­ła­nia.
Roz­mo­wa Pia­sec­kie­go, 01.10.2020",PRAWDA,01-10-2020
650,https://demagog.org.pl/wypowiedzi/ile-zgonow-na-covid-19-odnotowano-w-polsce-oraz-europie-zachodniej/,"Od po­cząt­ku pan­de­mii w Pol­sce zmar­ło 3 tys. osób za­ra­żo­nych ko­ro­na­wi­ru­sem. We Fran­cji, we Wło­szech, w Wiel­kiej Bry­ta­nii 10 razy wię­cej.
Roz­mo­wa Pia­sec­kie­go, 13.10.2020",PRAWDA,13-10-2020
651,https://demagog.org.pl/wypowiedzi/jaki-odsetek-testow-rt-pcr-daje-nieprawidlowy-wynik/,"Nawet w 80-90% wy­ni­ki te­stów RT-PCR (testy na ko­ro­na­wi­ru­sa – przyp. De­ma­gog) są błęd­ne – czyli fał­szy­wie po­zy­tyw­ne.
Fa­ce­bo­ok, 14.10.2020",FAŁSZ,14-10-2020
652,https://demagog.org.pl/wypowiedzi/jak-zmienila-sie-liczba-szpitali-za-rzadow-pis-oraz-koalicji-po-psl/,"Krzy­czą­cym, że po­wi­nie­nem był bu­do­wać szpi­ta­le, nie sta­dio­ny, pra­gnę przy­po­mnieć, że w la­tach 2005-2007, za rzą­dów Ka­czyń­skie­go, w Pol­sce licz­ba szpi­ta­li zmniej­szy­ła się o 33, gdy za na­szych rzą­dów zwięk­szy­ła się o 208. Po 2015 znowu za­czę­ła spa­dać.
Twit­ter, 19.10.2020",MANIPULACJA,19-10-2020
653,https://demagog.org.pl/wypowiedzi/ile-bylo-przypadkow-zakazen-covid-19-w-polsce-i-hiszpanii/,"300 ponad przy­pad­ków (za­cho­ro­wań na CO­VID-19 – przyp. De­ma­gog) w Hisz­pa­nii na 100 tys. miesz­kań­ców, u nas 29.
Śnia­da­nie w Pol­sat News, 27.09.2020",MANIPULACJA,27-09-2020
654,https://demagog.org.pl/wypowiedzi/czy-przemyslaw-czarnek-zdobyl-najwiecej-glosow-w-swoim-okregu/,"Prze­my­sław Czar­nek zdo­był re­kor­do­wy wynik na Lu­belsz­czyź­nie, z dru­gie­go miej­sca. To był, we­dług mnie, drugi naj­więk­szy, naj­wyż­szy wynik w Pol­sce, jeśli cho­dzi o osoby kan­dy­du­ją­ce z dru­gie­go miej­sca.
Krop­ka nad i, 05.10.2020",PRAWDA,05-10-2020
655,https://demagog.org.pl/wypowiedzi/co-a-duda-mowil-o-rozwoju-epidemii-covid-19-od-polowy-pazdziernika/,"Co 25 wrze­śnia tego roku (…) po­wie­dział An­drzej Duda, nasz pre­zy­dent? „Pan­de­mia jest pod kon­tro­lą, od po­ło­wy paź­dzier­ni­ka spo­dzie­wa­my się wy­płasz­cze­nia”.
Wy­wiad po­li­tycz­ny w TOK FM, 08.10.2020",PRAWDA,08-10-2020
656,https://demagog.org.pl/wypowiedzi/ile-bylo-zakazen-covid-19-w-ostatnich-2-tygodniach/,"Niem­cy ostat­nie czter­na­ście dni – 38 tys., Pol­ska – 38 tys., Cze­chy – 52 tys., Fran­cja – 200 tys., Wiel­ka Bry­ta­nia – 170 tys.
Roz­mo­wa Pia­sec­kie­go, 13.10.2020",PRAWDA,13-10-2020
657,https://demagog.org.pl/wypowiedzi/ile-szkol-pracuje-obecnie-w-trybie-zdalnym-i-hybrydowym/,"Dzi­siaj już ponad 1000 szkół w na­ucza­niu hy­bry­do­wym i na­ucza­niu on­li­ne.
Kawa na Ławę, 11.10.2020",PRAWDA,11-10-2020
658,https://demagog.org.pl/wypowiedzi/kiedy-po-raz-pierwszy-opublikowano-list-ambasadorow-ws-osob-lgbt/,"Jeśli cho­dzi o listy (am­ba­sa­do­rów w spra­wie osób LGBT – przyp. De­ma­gog), to do­kład­nie takie same listy były w 2013 roku, w 2014, w 2015.
Fakty po Fak­tach, 28.09.2020",PRAWDA,28-09-2020
659,https://demagog.org.pl/wypowiedzi/o-ile-zwiekszono-subwencje-dla-uczelni-w-zwiazku-z-pandemia-covid-19/,"Mi­ni­ster­stwo (Nauki i Szkol­nic­twa Wyż­sze­go – przyp. De­ma­gog) zwięk­szy­ło o ponad 250 mln sub­wen­cję (dla uni­wer­sy­te­tów – przyp. De­ma­gog) w związ­ku z tym trud­nym okre­sem pan­de­mii.
Gość Radia ZET, 1.10.2020",PRAWDA, 1-10-2020
660,https://demagog.org.pl/wypowiedzi/czy-promieniowanie-uv-ze-slonca-oslabilo-zasieg-koronawirusa/,"Wio­sna, pierw­sza fala, potem te pro­mie­nie ul­tra­fio­le­to­we rze­czy­wi­ście bar­dzo mocno osła­bi­ły za­sięg ko­ro­na­wi­ru­sa, uspo­ko­iły sy­tu­ację.
Kon­fe­ren­cja pra­so­wa, 08.10.2020",FAŁSZ,08-10-2020
661,https://demagog.org.pl/wypowiedzi/czy-polskie-dzieci-zabijaja-sie-najczesciej-w-europie/,"Pol­skie dzie­ci za­bi­ja­ją się pra­wie naj­czę­ściej w Eu­ro­pie. 90% pol­skich dzie­ci przy­zna­je się do epi­zo­du de­pre­syj­ne­go lub szkol­ne­go stre­su nie do wy­trzy­ma­nia, do bez­sen­no­ści.
Fa­ce­bo­ok, 25.08.2020",NIEWERYFIKOWALNE,25-08-2020
662,https://demagog.org.pl/wypowiedzi/czy-policja-ma-prawo-asystowac-przy-interwencjach-dotyczacych-zwierzat/,"W tej usta­wie (o zmia­nie usta­wy o ochro­nie zwie­rząt – przyp. De­ma­gog) po­li­cja asy­stu­je i każ­de­mu może spraw­dzić, czy pies czy ka­na­rek są prze­cho­wy­wa­nie w do­brych wa­run­kach.
Fakty po Fak­tach, 22.09.2020",MANIPULACJA,22-09-2020
663,https://demagog.org.pl/wypowiedzi/jak-glosowali-europoslowie-pis-ws-funduszu-sprawiedliwej-transformacji/,"Ko­mi­sja Eu­ro­pej­ska (…) stwo­rzy­ła Fun­dusz Spra­wie­dli­wej Trans­for­ma­cji wła­śnie dla gór­nic­twa, wszy­scy eu­ro­par­la­men­ta­rzy­ści PiS-u za­gło­so­wa­li prze­ciw.
Kawa na ławę, 27.09.2020",FAŁSZ,27-09-2020
664,https://demagog.org.pl/wypowiedzi/jaki-jest-dlug-publiczny-polski-niemiec-francji-i-wloch/,"Wie pan jaki dług pu­blicz­ny mają Niem­cy? 66%, Fran­cja 87, Wło­chy 114. (…) My mamy po­ziom za­dłu­że­nia na po­zio­mie 44 w re­la­cji do PKB.
Roz­mo­wa Pia­sec­kie­go, 03.09.2020",FAŁSZ,03-09-2020
665,https://demagog.org.pl/wypowiedzi/ile-osob-w-polsce-jest-w-wieku-poprodukcyjnym/,"(…) licz­ba osób w wieku po­pro­duk­cyj­nym stale ro­śnie. Dziś jest ich już ponad 20 mi­lio­nów.
Po­sie­dze­nie Se­na­tu, 29.09.2020",FAŁSZ,29-09-2020
666,https://demagog.org.pl/wypowiedzi/jaki-byl-wyrok-tk-w-sprawie-tzw-ustawy-dezubekizacyjnej-z-2009-roku/,"Przy­po­mnę, że Plat­for­ma Oby­wa­tel­ska wpro­wa­dzi­ła ogra­ni­cze­nia je­że­li cho­dzi o eme­ry­tu­ry wobec ludzi, któ­rzy rze­czy­wi­ście pra­co­wa­li dla re­żi­mu to­ta­li­tar­ne­go. Co wię­cej, było to zba­da­nie przez Try­bu­nał Kon­sty­tu­cyj­ny. Był wyrok, który stwier­dził kon­sty­tu­cyj­ność tego ro­dza­ju prze­pi­sów.
Onet Rano 17.09.2020",MANIPULACJA,17-09-2020
667,https://demagog.org.pl/wypowiedzi/ile-osob-umiera-na-covid-w-polsce-i-hiszpanii-na-milion-mieszkancow/,"Na mi­lion miesz­kań­ców w Hisz­pa­nii zmar­ło 630 osób (…), a w Pol­sce 65 (na CO­VID-19 – przyp. De­ma­gog).
Wo­ro­ni­cza 17, 27.09.2020",PRAWDA,27-09-2020
668,https://demagog.org.pl/wypowiedzi/czy-w-polsce-jest-najnizsza-umieralnosc-na-koronawirusa/,"Mamy naj­niż­szą umie­ral­ność (na ko­ro­na­wi­ru­sa – przyp. De­ma­gog) na mi­lion miesz­kań­ców.
Tak jest TVN, 21.09.2020",FAŁSZ,21-09-2020
669,https://demagog.org.pl/wypowiedzi/w-ilu-szkolach-obecnie-jest-edukacja-zdalna/,"Dzie­ci w tej chwi­li po­szły do szkół, i ponad 200 szkół zo­sta­ło za­mknię­tych i w tej chwi­li jest edu­ka­cja zdal­na.
Tłit, 30.09.2020",FAŁSZ,30-09-2020
670,https://demagog.org.pl/wypowiedzi/czy-w-ciagu-ostatnich-10-lat-produkcja-drobiu-w-polsce-ulegla-podwojeniu/,"W ciągu ostat­nich 10 lat pro­duk­cja dro­biu w Pol­sce ule­gła po­dwo­je­niu. My je­ste­śmy dzi­siaj pierw­szym pro­du­cen­tem w Eu­ro­pie. Bydło to jest 6 miej­sce, jeśli cho­dzi o pro­duk­cje.
Tok FM, 14.09.2020",PRAWDA,14-09-2020
671,https://demagog.org.pl/wypowiedzi/jak-wysokie-janosikowe-placi-warszawa/,"War­sza­wa płaci bar­dzo wy­so­kie ja­no­si­ko­we, chyba ok. 1 mi­liar­da zł.
Po­sie­dze­nie Se­na­tu, 10.09.2020",PRAWDA,10-09-2020
672,https://demagog.org.pl/wypowiedzi/ilu-jest-geriatrow-w-polsce/,"Ge­ria­trów (…) jest je­dy­nie 436 w na­szym kraju.
Po­sie­dze­nie Sejmu, 16.09.2020",FAŁSZ,16-09-2020
673,https://demagog.org.pl/wypowiedzi/ile-bylo-zachorowan-gdy-rzad-zakazywal-chodzenia-do-lasow/,"Tym­cza­sem mamy wczo­raj ponad 1000 za­cho­ro­wań na ko­ro­na­wi­ru­sa, dzi­siaj ponad 900. Przy­po­mnę, ten rząd jak było 300 za­cho­ro­wań, za­ka­zy­wał cho­dze­nia do lasu, ogra­ni­czał funk­cjo­no­wa­nie skle­pów.
Kawa na ławę, 20.09.2020",PRAWDA,20-09-2020
674,https://demagog.org.pl/wypowiedzi/ile-wynosi-stopa-bezrobocia-polski-w-porownaniu-do-panstw-ue/,"W tej chwi­li bez­ro­bo­cie (w Pol­sce – przyp. De­ma­gog), w dobie ko­ro­na­wi­ru­sa, jest dru­gie naj­mniej­sze w Eu­ro­pie. (…) 3,3, w lipcu, pro­cen­ta.
Śnia­da­nie Pol­sat News, 27.09.2020",PRAWDA,27-09-2020
675,https://demagog.org.pl/wypowiedzi/kiedy-po-raz-ostatni-dokonano-zmian-przepisow-antydyskryminacyjnych/,"W ciągu ostat­nich 5 lat nie mie­li­śmy żad­nych zmian do­ty­czą­cych, np. prze­pi­sów an­ty­dy­skry­mi­na­cyj­nych (dys­kry­mi­na­cji ze wzglę­du na toż­sa­mość i orien­ta­cję sek­su­al­ną – przyp. De­ma­gog).
Po­ran­na roz­mo­wa ga­ze­ta.pl, 14.09.2020",PRAWDA,14-09-2020
676,https://demagog.org.pl/wypowiedzi/czy-premier-morawiecki-oglosil-przed-wyborami-ze-covidu-juz-nie-ma/,"To pre­mier Mo­ra­wiec­ki ogło­sił (przed wy­bo­ra­mi przyp. De­ma­gog), że CO­VID-u już nie ma.
Kawa na ławę, 20.09.2020",PRAWDA,20-09-2020
677,https://demagog.org.pl/wypowiedzi/czy-w-polsce-homofobia-jest-przeslanka-do-przestepstw-z-nienawisci/,"W tej chwi­li ho­mo­fo­bia nie jest wska­zy­wa­na w ko­dek­sie (kar­nym – przyp. De­ma­gog) jako jedna z prze­sła­nek do prze­stępstw nie­na­wi­ści.
#RZE­CZo­PO­LI­TY­CE, 12.08.2020",PRAWDA,12-08-2020
678,https://demagog.org.pl/wypowiedzi/czy-szefowa-warszawskiego-mpwik-zarabia-wiecej-niz-prezydent-i-premier/,"Sze­fo­wa MPWiK (w War­sza­wie – przyp. De­ma­gog) za­ra­bia tyle, ile pre­zy­dent i pre­mier razem wzię­ci. (…) 31 tys. zł (…) netto.
Tak jest, 14.09.2020",NIEWERYFIKOWALNE,14-09-2020
679,https://demagog.org.pl/wypowiedzi/ile-dzieci-ma-problemy-wymagajace-pomocy-psychologicznej/,"Około 9-10% po­pu­la­cji dzie­ci ma pro­ble­my wy­ma­ga­ją­ce po­mo­cy psy­cho­lo­gicz­nej, psy­chia­trycz­nej.
Po­sie­dze­nie Sejmu, 17.09.2020",PRAWDA,17-09-2020
680,https://demagog.org.pl/wypowiedzi/jakie-zaufanie-maja-polacy-do-urzedu-rzecznika-praw-obywatelskich/,"Je­że­li ana­li­zu­ję son­da­że CBOS-u, gdzie kon­se­kwent­nie po­par­cie i za­ufa­nie dla urzę­du rzecz­ni­ka, ostat­nie, które jest mi znane, to było 49% – ma za­ufa­nie. Tylko 11% nie ma za­ufa­nia.
Graf­fi­ti, 15.09.2020",MANIPULACJA,15-09-2020
681,https://demagog.org.pl/wypowiedzi/czy-borys-budka-byl-zapraszany-przez-tvp-w-ostatnich-5-latach/,"Nie zo­sta­łem za­pro­szo­ny na roz­mo­wę do Te­le­wi­zji Pu­blicz­nej przez ostat­nie 5 lat. Grze­gorz Sche­ty­na nie był za­pro­szo­ny do Te­le­wi­zji Pu­blicz­nej na wy­wiad jeden na jeden.
Gość Radia ZET, 16.09.2020",FAŁSZ,16-09-2020
682,https://demagog.org.pl/wypowiedzi/jakie-jednostki-wojskowe-zostaly-zlikwidowane-w-2011-roku/,"Taki szcze­gól­nie zły był rok 2011, kiedy od pół­no­cy do po­łu­dnia zli­kwi­do­wa­no pułk w Su­wał­kach, zli­kwi­do­wa­no dy­wi­zję z sie­dzi­bą w Le­gio­no­wie, zli­kwi­do­wa­no bry­ga­dę z sie­dzi­bą w Lu­bli­nie, zli­kwi­do­wa­no ba­ta­lion z sie­dzi­bą w Sie­dl­cach. To były efek­ty rzą­dów ko­ali­cji PO-PSL.",PRAWDA,0
683,https://demagog.org.pl/wypowiedzi/ile-osob-zginelo-na-polskich-drogach-podczas-wakacji/,"Od po­cząt­ku wa­ka­cji na (pol­skich – przyp. De­ma­gog) dro­gach zgi­nę­ło aż 397 osób.
Twit­ter, 26.08.2020",FAŁSZ,26-08-2020
684,https://demagog.org.pl/wypowiedzi/ile-mammografii-zostalo-wykonanych-w-czasie-tzw-lockdownu-w-polsce/,"W okre­sie tzw. lock­dow­nu, za­mknię­cia na czas ko­ro­na­wi­ru­sa, spa­dła licz­ba wy­ko­ny­wa­nych mam­mo­gra­fii o 200 ty­się­cy.
Graf­fi­ti, 11.09.2020",PRAWDA,11-09-2020
685,https://demagog.org.pl/wypowiedzi/czy-w-wiekszosci-krajow-ue-ministrem-zdrowia-jest-lekarz/,"Ja przede wszyst­kim chcia­łem za­cząć od tego, że ra­czej w Eu­ro­pie wła­śnie stan­dar­dem jest, że mi­ni­strem zdro­wia nie jest le­karz, bo więk­szość kra­jów w Unii Eu­ro­pej­skiej ma mi­ni­stra zdro­wia, który bądź to jest praw­ni­kiem, bądź eko­no­mi­stą, więc ra­czej to jest taki nasz lo­kal­ny zwy­czaj.
 Sy­gna­ły Dnia, 21.09.2020",PRAWDA,21-09-2020
686,https://demagog.org.pl/wypowiedzi/ile-bylo-zakazen-koronawirusem-w-polsce-i-we-wloszech-pod-koniec-sierpnia/,"Kie­dyś Wło­chy, od któ­rych wszyst­ko to się za­czę­ło w Eu­ro­pie, pa­mię­ta­my te ogrom­ne licz­by, dzi­siaj tam ta do­bo­wa za­cho­ro­wal­ność na ko­ro­na­wi­ru­sa to jest 150-200, a w Pol­sce 700-1000.
Fakty po fak­tach, 31.08.2020",FAŁSZ,31-08-2020
687,https://demagog.org.pl/wypowiedzi/ile-projektow-ustaw-wplywa-do-sejmu-w-ciagu-roku/,"Przez Sejm prze­cho­dzi (…) około 800 ustaw rocz­nie. Duża część z nich, no wła­ści­wie po­ło­wa, staje się obo­wią­zu­ją­cym pra­wem.
Graf­fi­ti, 09.09.2020",FAŁSZ,09-09-2020
688,https://demagog.org.pl/wypowiedzi/od-kiedy-mozna-podawac-blokery-hormonow-dzieciom-w-wielkiej-brytanii/,"W An­glii, gdzie tzw. trans­sek­su­alizm jest już trak­to­wa­ny jak coś nor­mal­ne­go, jest taka prak­ty­ka, że dzie­ciom przed okre­sem doj­rze­wa­nia po­da­je się hor­mo­ny blo­ku­ją­ce doj­rze­wa­nie płcio­we.
Graf­fi­ti, 03.09.2020",MANIPULACJA,03-09-2020
689,https://demagog.org.pl/wypowiedzi/jak-zmienila-sie-wysokosc-uposazenia-poselskiego/,"Od 20 paru lat jed­nak wy­na­gro­dze­nia, kiedy były wpro­wa­dza­ne, były sied­mio­krot­no­ścią prze­cięt­ne­go wy­na­gro­dze­nia. Dzi­siaj nawet to nie są dwie prze­cięt­ne pen­sje.
Po­sie­dze­nie Sejmu, 14.08.2020",MANIPULACJA,14-08-2020
690,https://demagog.org.pl/wypowiedzi/czy-pis-wspominalo-w-swoim-programie-o-prawach-zwierzat/,"W pań­stwa pro­gra­mie wy­bor­czym (Prawa i Spra­wie­dli­wo­ści – przyp. De­ma­gog) w ze­szłym roku nie za­jąk­nę­li­ście się nawet jed­nym sło­wem w kwe­stiach praw zwie­rząt.
Po­sie­dze­nie Sejmu, 16.09.2020",FAŁSZ,16-09-2020
691,https://demagog.org.pl/wypowiedzi/ktore-rzady-w-polsce-byly-rzadami-mniejszosciowymi/,"Przy­po­mi­nam że rząd Jana Krzysz­to­fa Bie­lec­kie­go był mniej­szo­ścio­wy w pew­nym mo­men­cie, rząd Jana Ol­szew­skie­go też był mniej­szo­ścio­wy, rząd pana pre­mie­ra Buzka był mniej­szo­ścio­wy. (…) Też rząd pana pre­mie­ra Belki był mniej­szo­ścio­wy, rzą­dził kilka mie­się­cy. No i pierw­szy rząd Prawa i Spra­wie­dli­wo­ści, pod ko­niec, przez 3 mie­sią­ce, pana pre­ze­sa Ja­ro­sła­wa Ka­czyń­skie­go rzą­dził przez 3-4 mie­sią­ce nie mając za­ple­cza więk­szo­ścio­we­go w Sej­mie.
Kwa­drans po­li­tycz­ny, 18.09.2020",PRAWDA,18-09-2020
692,https://demagog.org.pl/wypowiedzi/ile-osob-w-polsce-deklaruje-ze-nie-bedzie-szczepilo-sie-na-koronawirusa/,"(…) oka­zu­je się, że ponad 30% osób w Pol­sce de­kla­ru­je, że bę­dzie się szcze­pi­ło prze­ciw­ko ko­ro­na­wi­ru­so­wi.
Po­sie­dze­nie Se­na­tu, 10.09.2020",FAŁSZ,10-09-2020
693,https://demagog.org.pl/wypowiedzi/w-ilu-schroniskach-podczas-kontroli-wykazywane-sa-nieprawidlowosci/,"Od­se­tek schro­nisk dla zwie­rząt, w któ­rych, pod­czas kon­tro­li, wy­ka­zy­wa­ne są nie­pra­wi­dło­wo­ści – 20%.
Po­sie­dze­nie Sejmu, 16.09.2020",FAŁSZ,16-09-2020
694,https://demagog.org.pl/wypowiedzi/jaki-udzial-w-eksporcie-polskiego-rolnictwa-ma-mieso-z-uboju-rytualnego/,"Ubój dla celów re­li­gij­nych to jest bar­dzo ważna część eks­por­tu pol­skie­go rol­nic­twa. (…) około 7 mld, szcze­gól­nie w dro­biu – to jest 40%.
Po­ra­nek Radia TOK FM, 16.09.2020",NIEWERYFIKOWALNE,16-09-2020
695,https://demagog.org.pl/wypowiedzi/ile-osob-zachorowuje-i-umiera-dziennie-na-nowotwory/,"Wy­obra­ża pani w swo­jej sta­cji (…) co­dzien­ne ko­mu­ni­ka­ty, dziś na raka, na różne no­wo­two­ry zmar­ło w Pol­sce 300 osób, zmar­ło, a za­cho­ro­wa­ło pra­wie 600. Wy­obra­ża pani sobie takie ko­mu­ni­ka­ty? To jest rze­czy­wi­stość pol­skiej on­ko­lo­gii.
Jeden na jeden, 04.08.2020",FAŁSZ,04-08-2020
